num_layers,accuracy_train_init,accuracy_test_init,alignment_train_init,accuracy_train_final,accuracy_test_final,alignment_train_epochs,circuit_executions,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
5,0.9333333333333333,0.8333333333333334,0.14952298998832703,1.0,1.0,"[0.29429760575294495, 0.32480865716934204, 0.3592410087585449, 0.3887922763824463, 0.4064854383468628]",32000,1738578781,,False,1,06c51_00107,2025-02-03_11-33-01,433.9306514263153,433.9306514263153,133278,digvijay-system,192.168.0.125,433.9306514263153,1
