eff_rank,participation_ratio,top1_label_energy,top2_label_energy,top3_label_energy,top1_alignment,top2_alignment,max_alignment,argmax_alignment_rank,kta_spectral,kta_top1_frac,kta_top2_frac,lambda1,lambda2,spectral_decay,method,dataset,epoch,centroids,test_accuracy,n_sv
7.449740058942312,3.737511849138097,0.002651192965281061,0.49188263307287744,0.49945912194109787,0.02575884021685701,0.398710432337256,0.398710432337256,1,0.0024523164373543025,0.0026511929642011396,0.4918826328725168,9.00963020324707,6.939327716827393,1.2983433800651953,fullKTA,donuts,1,4,0.8833333333333333,46
6.371763091001173,3.4105258273327963,1.8540112249580798e-06,0.5118542309118206,0.5140591526755347,0.0007362044029732423,0.4338615985473482,0.4338615985473482,1,0.0028090136557350994,1.8540112242987968e-06,0.5118542307298062,8.576939582824707,6.818033218383789,1.2579785560001433,fullKTA,donuts,2,4,0.8666666666666667,44
6.358247442122936,3.2273196309158965,0.005276696789236389,0.5290181183609133,0.5307317555548797,0.04142373404326265,0.4605051247630018,0.4605051247630018,1,0.003129973294638852,0.005276696787552435,0.5290181181920877,8.513736724853516,6.837613582611084,1.2451327677398705,fullKTA,donuts,3,4,0.8666666666666667,44
6.285668547288772,3.2984310260691947,0.011824220762732714,0.5299710009016129,0.53149769735227,0.063790212986879,0.4711802418001535,0.4711802418001535,1,0.0033274153767892355,0.011824220759183187,0.5299710007425202,8.489006042480469,6.818221092224121,1.2450470478524902,fullKTA,donuts,4,4,0.85,42
6.2030729116369,3.2454149848121006,0.014052800955337749,0.5324575488394467,0.5366739673762599,0.07080016074328678,0.4796875064020339,0.4796875064020339,1,0.0034556659713621696,0.014052800951275821,0.5324575486855411,8.436651229858398,6.779971122741699,1.2443491391222214,fullKTA,donuts,5,4,0.8333333333333334,43
5.757670782745574,3.071287349578938,0.016457483202665685,0.5489050984887344,0.5616005011890474,0.07831958429646622,0.49690873537397817,0.49690873537397817,1,0.00361888846552668,0.016457483198123266,0.5489050983372316,8.41673469543457,6.764638423919678,1.2442253625370214,fullKTA,donuts,6,4,0.8166666666666667,43
4.932171111394776,2.8007208901978937,0.018797501778203395,0.5786809153065647,0.6031636419604813,0.08609081518334738,0.5250627946161137,0.5250627946161137,1,0.003844939258869963,0.01879750177332013,0.5786809151562335,8.466041564941406,6.779052734375,1.2488531800336689,fullKTA,donuts,7,4,0.8166666666666667,40
4.447281306556656,2.5380135307538216,0.01812294834146649,0.6131260010192144,0.6443267814201463,0.08686326220944943,0.5586692886268501,0.5586692886268501,1,0.004086080402668127,0.01812294833703627,0.6131260008693337,8.585454940795898,6.814222812652588,1.2599316425129572,fullKTA,donuts,8,4,0.8166666666666667,39
4.01587176851101,2.3131326498467084,0.013920717029436164,0.6421997321776226,0.6718257232914179,0.07765871033884343,0.5896539128871792,0.5896539128871792,1,0.004267496356147711,0.01392071702617783,0.6421997320273068,8.681737899780273,6.796473026275635,1.2773887082630648,fullKTA,donuts,9,4,0.8166666666666667,38
3.6650514928858557,2.1418179026781785,0.00710760132076006,0.6640748419429053,0.6902914859757606,0.05616419642549834,0.6146011002918874,0.6146011002918874,1,0.004382942140415442,0.007107601319140237,0.6640748417915625,8.762454986572266,6.763615131378174,1.2955283256611774,fullKTA,donuts,10,4,0.8333333333333334,39
3.3924308119664186,2.0191184704056084,0.0015454871275839674,0.682707706787686,0.7094923818112429,0.026405341975411584,0.6340083494469944,0.6340083494469944,1,0.004481558433036752,0.001545487127239498,0.682707706635519,8.886981010437012,6.794117450714111,1.3080405328438378,fullKTA,donuts,11,4,0.8333333333333334,39
3.253606218489354,1.9422960939529834,9.505536065085055e-06,0.7004128775145776,0.7423686838613082,0.0020875022789788172,0.6501595564094413,0.6501595564094413,1,0.004593996477309029,9.505536063018224e-06,0.7004128773622837,9.050623893737793,6.87486457824707,1.3164803161903407,fullKTA,donuts,12,4,0.8333333333333334,37
3.1154808515338566,1.8737590708211942,0.0001447137163356414,0.7183827384765473,0.7953859740424752,0.008221653412625207,0.6667733837313855,0.6667733837313855,1,0.004727735324664974,0.00014471371630506546,0.7183827383247633,9.227428436279297,6.963077068328857,1.3251940694794808,fullKTA,donuts,13,4,0.8333333333333334,37
2.97944532161416,1.7955600755451893,0.00020007268163032969,0.7354460220994511,0.8352699072407624,0.00976553365825611,0.6838473101145344,0.6838473101145344,1,0.0048698826938018604,0.0002000726815892907,0.735446021948596,9.393985748291016,7.039931297302246,1.3343859977567574,fullKTA,donuts,14,4,0.8333333333333334,34
2.77953752248539,1.7345891445556567,0.0002523554204513461,0.7486548504355359,0.8507192937498645,0.011067102109551044,0.6974394587576485,0.6974394587576485,1,0.004985303217317856,0.000252355420400781,0.7486548502855259,9.496843338012695,7.091803073883057,1.3391295893403086,fullKTA,donuts,15,4,0.8333333333333334,34
2.671898992909479,1.6864298238950612,0.00041834141767768614,0.7605282917016775,0.8515420419159747,0.014365895480579219,0.7079920510179161,0.7079920510179161,1,0.005066919638265958,0.00041834141759521207,0.7605282915517426,9.508877754211426,7.113502025604248,1.33673649349982,fullKTA,donuts,16,4,0.8333333333333334,34
