method,epoch,n_sv,sv_fraction,test_accuracy,train_accuracy,margin,proximity_ratio,local_block_ratio,global_block_ratio,block_ratio_lift,local_kta,global_kta,kta_lift,sv4_sv_sep,sv4_non_sv_sep,sv4_sv_within,sv4_sv_between,sv4_non_sv_within,sv4_non_sv_between,dataset,centroids
fullKTA,30,18,0.6,1.0,1.0,0.4458395250275124,,4.042625822234512,6.486047052582687,0.6232803723744874,0.40048545983538114,0.45867705739706366,0.8731316582973958,,,,,,,checkerboard,4
fullKTA,31,18,0.6,1.0,1.0,0.43979953394574034,,4.107218423870548,6.484102976343507,0.6334289320808001,0.4051499321848213,0.46190349209770715,0.8771311302652075,,,,,,,checkerboard,4
fullKTA,32,18,0.6,1.0,1.0,0.4346432330513813,,4.2541653002372986,6.6113152055542175,0.6434673235060695,0.41294976300007347,0.46722768894066036,0.883829817209606,,,,,,,checkerboard,4
fullKTA,33,17,0.5666666666666667,1.0,1.0,0.4264317321563734,,3.7389064087949055,6.8044198021542135,0.5494820304232634,0.4012293917999702,0.47434438657019157,0.8458609463401161,,,,,,,checkerboard,4
fullKTA,34,16,0.5333333333333333,1.0,1.0,0.41969058231465417,,3.825972782156323,6.9547442301518965,0.5501241534539867,0.41217647338363456,0.48191836911897523,0.8552827609614292,,,,,,,checkerboard,4
fullKTA,35,15,0.5,1.0,1.0,0.41747237533436493,,3.5341436008738856,6.988930577189321,0.5056773081075037,0.40647740574245383,0.48907152050636876,0.8311205797436094,,,,,,,checkerboard,4
fullKTA,36,14,0.4666666666666667,1.0,1.0,0.4208222722885867,,3.0620693837526765,6.967779281578396,0.439461306101402,0.4020090609361872,0.49625267666798456,0.8100894559489509,,,,,,,checkerboard,4
fullKTA,37,15,0.5,1.0,1.0,0.42509332908344016,,3.0781924850773725,6.995294846343964,0.4400375613391281,0.414439715192072,0.5041547659297853,0.8220485912605398,,,,,,,checkerboard,4
fullKTA,38,15,0.5,1.0,1.0,0.4285164360549789,,3.1382266118266458,7.050362987515012,0.44511560856361543,0.4167715455870272,0.5123836323125698,0.8133974608530118,,,,,,,checkerboard,4
fullKTA,39,15,0.5,1.0,1.0,0.43489217680800224,,3.585797034375296,7.119904899586788,0.5036299058619503,0.4319546926858043,0.5214079301815961,0.8284390543360532,,,,,,,checkerboard,4
fullKTA,40,16,0.5333333333333333,1.0,1.0,0.44450365503112804,,3.837175753970174,7.237597974550368,0.5301725472193749,0.4463316471865998,0.5316657385463418,0.8394967265014883,,,,,,,checkerboard,4
fullKTA,41,14,0.4666666666666667,1.0,1.0,0.4558543992434785,,3.49335569054299,7.369138211927235,0.4740521333744906,0.43365557218760675,0.5415852213402997,0.800715298387088,,,,,,,checkerboard,4
fullKTA,42,14,0.4666666666666667,1.0,1.0,0.46422603269656454,,3.5973875339817556,7.493217675093943,0.48008581759085844,0.44280216935191197,0.5499883311301688,0.8051119345777544,,,,,,,checkerboard,4
fullKTA,43,14,0.4666666666666667,1.0,1.0,0.4668823773267398,,3.710781221823404,7.636622730891794,0.48591914941193803,0.4518513529502107,0.556920298289395,0.8113393500954408,,,,,,,checkerboard,4
fullKTA,44,12,0.4,1.0,1.0,0.46652969248990134,,3.3185722603675716,7.7671688045155145,0.4272563586355383,0.44813735533388127,0.5624445186214354,0.796767219551894,,,,,,,checkerboard,4
fullKTA,45,11,0.36666666666666664,1.0,1.0,0.46764433618668544,,3.0427365581621957,7.850498595175916,0.3875851350375606,0.43186409240609774,0.5672905805984111,0.7612749217066409,,,,,,,checkerboard,4
fullKTA,46,11,0.36666666666666664,1.0,1.0,0.4686433342502496,,2.7175009271419266,7.894585280478047,0.3442233924342317,0.4530603322719709,0.5716332236035275,0.7925717286631097,,,,,,,checkerboard,4
fullKTA,47,11,0.36666666666666664,1.0,1.0,0.47134289010846087,,2.7362536516463467,7.912048720890913,0.34583377177480973,0.4562192732557751,0.5747218699213966,0.7938087917879134,,,,,,,checkerboard,4
fullKTA,48,10,0.3333333333333333,1.0,1.0,0.47292641913197425,,2.4637180011108524,7.919684213530627,0.3110879088929492,0.48336733840150603,0.5766692824883186,0.8382054550087413,,,,,,,checkerboard,4
fullKTA,49,10,0.3333333333333333,1.0,1.0,0.4747381835914455,,2.4692825368739717,7.940041784830828,0.3109911262130069,0.48470307340098784,0.5784858819275506,0.8378822862575991,,,,,,,checkerboard,4
fullKTA,50,10,0.3333333333333333,1.0,1.0,0.47578486304973255,,2.4722753069026346,7.974669853826917,0.3100160072062704,0.48600444652336283,0.5807858314885537,0.836804928925441,,,,,,,checkerboard,4
fullKTA,51,10,0.3333333333333333,1.0,1.0,0.47520856041494897,,2.47250440365956,7.999681580189284,0.3090753524179833,0.4873443897262627,0.5832000878697482,0.8356384022897169,,,,,,,checkerboard,4
fullKTA,52,10,0.3333333333333333,1.0,1.0,0.4740175754457833,,2.6867932219923762,8.00817836527698,0.335506166247322,0.436272215445064,0.5852712919726061,0.7454187850220784,,,,,,,checkerboard,4
fullKTA,53,9,0.3,1.0,1.0,0.47549319562987047,,2.458930121670841,8.02800352521143,0.3062941008830028,0.40370034867757426,0.587215165894631,0.6874828377325414,,,,,,,checkerboard,4
fullKTA,54,9,0.3,1.0,1.0,0.47610739016304293,,2.440092157773509,8.063904033517137,0.30259439442745745,0.4017501381226102,0.589082347412717,0.6819931709359823,,,,,,,checkerboard,4
fullKTA,55,8,0.26666666666666666,1.0,1.0,0.47762221914065883,,2.049440484270577,8.096445619941242,0.25312841961138716,0.393917430465717,0.5906931726990015,0.6668731730877098,,,,,,,checkerboard,4
fullKTA,56,8,0.26666666666666666,1.0,1.0,0.4790276429632886,,2.0994765411368124,8.12935457329707,0.25825869965215326,0.39954766334576236,0.5922018833265998,0.6746815140706727,,,,,,,checkerboard,4
fullKTA,57,7,0.23333333333333334,1.0,1.0,0.4804373795546576,,1.8875855841443852,8.162812872781048,0.23124205020250155,0.35741206901029304,0.5935215111012754,0.6021889051449851,,,,,,,checkerboard,4
fullKTA,58,7,0.23333333333333334,1.0,1.0,0.48326570728861057,,1.9283653991071543,8.192350711327318,0.23538608966255833,0.36221284320405917,0.594463456379751,0.6093105291097016,,,,,,,checkerboard,4
fullKTA,59,7,0.23333333333333334,1.0,1.0,0.4850404718021261,,1.9562383914076877,8.21389964327362,0.23816195428998688,0.3653255549528778,0.5950424348622436,0.6139487429599172,,,,,,,checkerboard,4
fullKTA,60,7,0.23333333333333334,1.0,1.0,0.4869729301426619,,1.982775995545081,8.224963574353707,0.24106805794295263,0.3682299084324293,0.5954338818872366,0.6184228334529382,,,,,,,checkerboard,4
fullKTA,61,8,0.26666666666666666,1.0,1.0,0.49190966306713846,,2.31224105647292,8.243814457668938,0.280481938102558,0.4227957451811013,0.5959331181877323,0.7094684490700923,,,,,,,checkerboard,4
fullKTA,62,8,0.26666666666666666,1.0,1.0,0.4961070018683554,,2.3391688489901554,8.271409574034916,0.2828017193471891,0.42575508240709314,0.5964508937021926,0.7138141409983214,,,,,,,checkerboard,4
fullKTA,63,8,0.26666666666666666,1.0,1.0,0.4976915524833299,,2.3619534268506537,8.325174639173733,0.28371217772516355,0.42805256575239325,0.5971035215574617,0.7168816632737139,,,,,,,checkerboard,4
fullKTA,64,9,0.3,1.0,1.0,0.4966111839285846,,2.54744568119997,8.406968825876916,0.30301595425553973,0.4708889415300673,0.5979064893519879,0.7875628544551528,,,,,,,checkerboard,4
fullKTA,65,10,0.3333333333333333,1.0,1.0,0.49508559065972774,,3.112746456975643,8.488736204915055,0.36669138748082025,0.46689387371932045,0.5985890152369512,0.7799907144244899,,,,,,,checkerboard,4
fullKTA,66,9,0.3,1.0,1.0,0.4957368828276523,,2.863542970108611,8.557244592711594,0.3346337642976916,0.4348130425680623,0.5991216463786807,0.7257508473006488,,,,,,,checkerboard,4
fullKTA,67,10,0.3333333333333333,1.0,1.0,0.4978912644302164,,3.139861948079984,8.613638627888514,0.3645221356138103,0.46948996602594895,0.5995963882008224,0.7830099967019848,,,,,,,checkerboard,4
fullKTA,68,10,0.3333333333333333,1.0,1.0,0.500544403983482,,3.1479543651711563,8.66740714318709,0.36319447247949443,0.469916513856827,0.6000774922939618,0.7830930501694575,,,,,,,checkerboard,4
fullKTA,69,10,0.3333333333333333,1.0,1.0,0.5020344128402935,,3.1505962200810784,8.72704143031635,0.3610153847901201,0.46997900911234974,0.6005703139358629,0.7825545121504042,,,,,,,checkerboard,4
fullKTA,70,10,0.3333333333333333,1.0,1.0,0.5023892336441373,,3.1624078505067748,8.792947557295012,0.35965275919872153,0.4706131209244262,0.6010824851344377,0.7829426617561064,,,,,,,checkerboard,4
fullKTA,71,11,0.36666666666666664,1.0,1.0,0.5030657882278955,,3.428217998719997,8.863502448009577,0.3867791562974266,0.5048260362591723,0.6016518649497484,0.8390666855448542,,,,,,,checkerboard,4
fullKTA,72,10,0.3333333333333333,1.0,1.0,0.5040003357927014,,2.8024723277999315,8.931615240170247,0.3137699343747297,0.5191610153454869,0.6022118543692798,0.8620903283330674,,,,,,,checkerboard,4
fullKTA,73,9,0.3,1.0,1.0,0.5046725005826753,,2.637826360307151,8.996577950211519,0.29320330184165333,0.47783970449493984,0.6027565180324946,0.7927574238025971,,,,,,,checkerboard,4
fullKTA,74,9,0.3,1.0,1.0,0.5058863401731507,,2.6526114477734226,9.06034900180644,0.29277144260284804,0.47892601270424595,0.6033229397523552,0.7938136958980019,,,,,,,checkerboard,4
fullKTA,75,9,0.3,1.0,1.0,0.5071274206418367,,2.6678744675340686,9.115745223386241,0.29266663362425155,0.48015815615582674,0.6038408344621573,0.7951733779382237,,,,,,,checkerboard,4
fullKTA,76,9,0.3,1.0,1.0,0.5082457559211572,,2.6849455190064657,9.165784712111948,0.2929313313926306,0.4815669903218485,0.6043023844258646,0.7968973855691233,,,,,,,checkerboard,4
fullKTA,77,9,0.3,1.0,1.0,0.508734209755676,,2.7031391584289297,9.219606680382665,0.2931946288068132,0.48293584944402296,0.6047445149263337,0.7985783044646438,,,,,,,checkerboard,4
fullKTA,78,9,0.3,1.0,1.0,0.5082350332277423,,2.720184702290671,9.281648480249357,0.2930712909511398,0.48401736197573314,0.6051996482355667,0.7997647773042966,,,,,,,checkerboard,4
fullKTA,79,9,0.3,1.0,1.0,0.5073812265567189,,2.735474320839016,9.341970656489494,0.29281555481118,0.4848907933789991,0.6056467018086235,0.8006165836467424,,,,,,,checkerboard,4
fullKTA,80,9,0.3,1.0,1.0,0.5069006986575844,,2.7516714469692816,9.391572526222134,0.29299368548313526,0.48595104970125874,0.6060837398145582,0.8017886270464293,,,,,,,checkerboard,4
fullKTA,81,9,0.3,1.0,1.0,0.5069183646752474,,2.7697252688244665,9.430852843539402,0.29368767753517605,0.4873176591750876,0.6065014867549877,0.8034896364427273,,,,,,,checkerboard,4
fullKTA,82,9,0.3,1.0,1.0,0.5074633889152922,,2.7865026948918152,9.46678543810889,0.2943451832810336,0.488635052477828,0.6068917001642206,0.8051437386029376,,,,,,,checkerboard,4
fullKTA,83,9,0.3,1.0,1.0,0.5081305979863929,,2.799418377564002,9.505855577239307,0.29449409943040183,0.4895992874895247,0.6072863251594015,0.8062083190830833,,,,,,,checkerboard,4
fullKTA,84,10,0.3333333333333333,1.0,1.0,0.5091094811434683,,3.4516243537227633,9.545128906519725,0.3616110780158241,0.4846677676808697,0.6076804660424543,0.7975700959379735,,,,,,,checkerboard,4
fullKTA,85,10,0.3333333333333333,1.0,1.0,0.5108087441651489,,3.463005968775651,9.577601420920173,0.36157340617404643,0.48531202023393466,0.6080433764649739,0.7981536168942637,,,,,,,checkerboard,4
fullKTA,86,10,0.3333333333333333,1.0,1.0,0.5134720498259373,,3.47851386860468,9.60459019761456,0.3621720236884654,0.4862521580524553,0.6083882384628407,0.7992464798482952,,,,,,,checkerboard,4
fullKTA,87,11,0.36666666666666664,1.0,1.0,0.5163750325416181,,3.750176692215983,9.632078045051225,0.38934243209374914,0.5193837137375643,0.6087312264571847,0.8532233785262747,,,,,,,checkerboard,4
fullKTA,88,11,0.36666666666666664,1.0,1.0,0.5206771774316005,,3.76026753290924,9.663621310425109,0.3891157788658124,0.5199579943206524,0.609058589068165,0.853707678650089,,,,,,,checkerboard,4
fullKTA,89,11,0.36666666666666664,1.0,1.0,0.5242451040154434,,3.773653297249834,9.702374895380826,0.38894119614029005,0.5206090425025022,0.6093725761819351,0.8543361857190548,,,,,,,checkerboard,4
fullKTA,90,12,0.4,1.0,1.0,0.5274791183789022,,4.076817492081195,9.750615514117806,0.41810873232942125,0.5532653112627188,0.609689623337771,0.907454038897857,,,,,,,checkerboard,4
fullKTA,91,12,0.4,1.0,1.0,0.5301518673287521,,4.093394647620779,9.804896826737505,0.4174847242060244,0.5538109987319213,0.6099988173034191,0.9078886432752896,,,,,,,checkerboard,4
fullKTA,92,11,0.36666666666666664,1.0,1.0,0.5325237530879919,,4.303105494784418,9.859811770009092,0.4364287671119311,0.5454913878065357,0.610298679800788,0.8938105320745777,,,,,,,checkerboard,4
fullKTA,93,11,0.36666666666666664,1.0,1.0,0.5346335283006564,,4.304954788266783,9.911669138335041,0.4343319705430053,0.5455550321326799,0.6105983038311185,0.8934761669338405,,,,,,,checkerboard,4
fullKTA,94,10,0.3333333333333333,1.0,1.0,0.5366980381225488,,4.033671996677576,9.960925350551221,0.404949525739982,0.5184639681287441,0.6109018589718284,0.8486861849077861,,,,,,,checkerboard,4
fullKTA,95,10,0.3333333333333333,1.0,1.0,0.5384827259981843,,4.047875152491277,10.011660150059235,0.4043160766325948,0.5190273299918642,0.6112118712739258,0.8491774363366951,,,,,,,checkerboard,4
fullKTA,96,11,0.36666666666666664,1.0,1.0,0.5404069450279795,,4.435697095671076,10.06800126508712,0.44057375231057205,0.5152575125894153,0.6115337050203448,0.8425660078507314,,,,,,,checkerboard,4
fullKTA,97,11,0.36666666666666664,1.0,1.0,0.5436260670246211,,4.4533709074195755,10.12968636652478,0.439635616171939,0.5156396999151409,0.6118578900134548,0.8427442192819112,,,,,,,checkerboard,4
fullKTA,98,11,0.36666666666666664,1.0,1.0,0.5464041937052312,,4.473590245212751,10.193959945763323,0.4388471476217758,0.5160426466442324,0.612172128485693,0.8429698487522628,,,,,,,checkerboard,4
fullKTA,99,11,0.36666666666666664,1.0,1.0,0.5487575224822765,,4.494407543861405,10.259432910904847,0.4380756307729689,0.5164430487786429,0.6124722623962476,0.8432105099319611,,,,,,,checkerboard,4
fullKTA,100,11,0.36666666666666664,1.0,1.0,0.5510226284533336,,4.510774420467973,10.326134039452228,0.43683089946250336,0.516700711309101,0.612752943037724,0.8432447646244369,,,,,,,checkerboard,4
randomKTA,1,28,0.9333333333333333,0.43333333333333335,0.8333333333333334,0.2045050508760373,,0.9781942853589535,1.033322401310456,0.946649645864394,0.057493571260901793,0.07204921894636228,0.7979763281529227,,,,,,,checkerboard,4
randomKTA,2,28,0.9333333333333333,0.4666666666666667,0.8666666666666667,0.21168960680890433,,0.9996197603600566,1.0721276112594877,0.9323701299815521,0.07171251646319866,0.08799152321897218,0.8149934648049952,,,,,,,checkerboard,4
randomKTA,3,28,0.9333333333333333,0.5333333333333333,0.9,0.21483789412608814,,1.0183473580526103,1.0998411654804077,0.9259040213458536,0.08011743831814216,0.09689608067353464,0.826838791399546,,,,,,,checkerboard,4
randomKTA,4,28,0.9333333333333333,0.5666666666666667,0.9,0.21430693521089306,,1.019253553717335,1.107462663849828,0.9203502627186635,0.08421338909651019,0.10094536332571723,0.834247222840308,,,,,,,checkerboard,4
randomKTA,5,28,0.9333333333333333,0.5666666666666667,0.9,0.214925427293026,,1.0262148371993918,1.1212688775812243,0.9152263632979776,0.0893670691232484,0.1061358497701703,0.8420064401666906,,,,,,,checkerboard,4
randomKTA,6,28,0.9333333333333333,0.5666666666666667,0.9,0.2163908459140879,,1.0404370481680356,1.1419384992759967,0.91111478309609,0.09647986770073998,0.11267744951362639,0.8562482380598043,,,,,,,checkerboard,4
randomKTA,7,27,0.9,0.5666666666666667,0.9,0.2141837356209599,,1.0213521524420492,1.1624236107466492,0.8786402331402656,0.10100374251283913,0.11809881263049211,0.8552477385470008,,,,,,,checkerboard,4
randomKTA,8,27,0.9,0.5666666666666667,0.9,0.2149956578205024,,1.028281836089385,1.1828293457861856,0.8693408222121745,0.10406816481945048,0.1229081371902723,0.8467150110140599,,,,,,,checkerboard,4
randomKTA,9,26,0.8666666666666667,0.5666666666666667,0.9,0.21608231791052016,,0.9947942773397698,1.2052764440384527,0.8253660661648968,0.10194075108544548,0.12755356867969364,0.799199521116608,,,,,,,checkerboard,4
randomKTA,10,26,0.8666666666666667,0.5666666666666667,0.9,0.21589635792412315,,1.0074299509838722,1.2231745137294576,0.8236191480395202,0.10503711132148855,0.130935381886257,0.8022057119176026,,,,,,,checkerboard,4
randomKTA,11,24,0.8,0.5666666666666667,0.9,0.21639722241765452,,0.8941240369297137,1.2394440163558575,0.7213912246608983,0.09258521441556031,0.13411036005568136,0.6903658621756231,,,,,,,checkerboard,4
randomKTA,12,24,0.8,0.5666666666666667,0.9,0.2163183711388397,,0.8948352345235795,1.2549899466596932,0.7130218348234494,0.09546408116090829,0.1369222161265379,0.6972139641894409,,,,,,,checkerboard,4
randomKTA,13,25,0.8333333333333334,0.5666666666666667,0.9,0.21788625179983004,,0.9697333751202165,1.2651313681902001,0.7665080476431407,0.10687135393543461,0.13884167561539787,0.7697354082249982,,,,,,,checkerboard,4
randomKTA,14,25,0.8333333333333334,0.5666666666666667,0.9,0.21959070414639045,,0.9785992687107751,1.2846241029378558,0.7617786918341336,0.10994800883502703,0.14220805969288192,0.773148926967713,,,,,,,checkerboard,4
randomKTA,15,25,0.8333333333333334,0.5666666666666667,0.9,0.22047607157103455,,0.9949035980096169,1.3111789158329303,0.7587855371375636,0.11389905847467574,0.1467027516562339,0.7763934698643836,,,,,,,checkerboard,4
randomKTA,16,24,0.8,0.5666666666666667,0.9,0.22218141503595593,,0.9422379552281172,1.348983665602464,0.6984798846600268,0.11117387472321091,0.15277873299612615,0.7276789934713094,,,,,,,checkerboard,4
randomKTA,17,24,0.8,0.5666666666666667,0.9,0.22463303915050806,,0.9794447772102175,1.4118549106195784,0.6937290579745372,0.11986746014451591,0.16189898412587625,0.7403842631728973,,,,,,,checkerboard,4
randomKTA,18,24,0.8,0.5666666666666667,0.9,0.2269996269123751,,1.010028384382486,1.4721774616302097,0.6860778748748316,0.12707719595956637,0.16934912381524075,0.7503859070636144,,,,,,,checkerboard,4
randomKTA,19,24,0.8,0.5666666666666667,0.9,0.2293536583746071,,1.0424668027821313,1.5199367978040412,0.6858619412462872,0.1331990829528043,0.1753171965326873,0.7597605112969835,,,,,,,checkerboard,4
randomKTA,20,24,0.8,0.5666666666666667,0.9,0.23110348565496544,,1.0624158715516878,1.5534022141325485,0.683928387521045,0.13638539966347524,0.17931257600839454,0.7606014180568695,,,,,,,checkerboard,4
randomKTA,21,24,0.8,0.5666666666666667,0.9,0.23267485540112404,,1.0788754489231613,1.5827154848708591,0.6816610181475703,0.1389914147878887,0.1827550665717504,0.7605338517784224,,,,,,,checkerboard,4
randomKTA,22,24,0.8,0.5666666666666667,0.9,0.23385730474837044,,1.0881369310156142,1.6006645137662812,0.679803245208019,0.14022168858772885,0.18500498852261701,0.7579346353398095,,,,,,,checkerboard,4
randomKTA,23,24,0.8,0.5666666666666667,0.9,0.23523879004448686,,1.0986816949129432,1.6222569503406374,0.6772550394156236,0.14185531040808008,0.1875716866238016,0.7562725104506914,,,,,,,checkerboard,4
randomKTA,24,24,0.8,0.5666666666666667,0.9,0.23755918513262791,,1.1126357076994489,1.6514330686621432,0.6737395106986939,0.14421038585184034,0.19043448980189062,0.757270313408751,,,,,,,checkerboard,4
randomKTA,25,24,0.8,0.5666666666666667,0.9,0.24026484262677478,,1.14559671773458,1.6955867033913163,0.6756344074742545,0.1497749134292408,0.19520094596966941,0.7672857967388357,,,,,,,checkerboard,4
randomKTA,26,24,0.8,0.5666666666666667,0.9,0.2423587462026142,,1.1913442256342937,1.749766495167618,0.6808589768156942,0.15735275251902955,0.20087091878923458,0.7833525798017479,,,,,,,checkerboard,4
randomKTA,27,24,0.8,0.5666666666666667,0.9,0.24407496324195063,,1.2313899683299179,1.7901934754899917,0.6878530086945436,0.16348657612014258,0.20467647983868853,0.7987560474418726,,,,,,,checkerboard,4
randomKTA,28,25,0.8333333333333334,0.5666666666666667,0.9,0.24442264015983073,,1.30223373953752,1.7887838146370207,0.7279995093923459,0.16777442057244837,0.20433603071251483,0.821071153752551,,,,,,,checkerboard,4
randomKTA,29,25,0.8333333333333334,0.6333333333333333,0.9333333333333333,0.2434824745336756,,1.3210169410320542,1.794420359462203,0.7361803124850589,0.17060640088828927,0.20468531430103293,0.8335058203248816,,,,,,,checkerboard,4
randomKTA,30,25,0.8333333333333334,0.6333333333333333,0.9333333333333333,0.24177986511050809,,1.3197292121973536,1.7700664265987254,0.7455817433127205,0.17081566730953515,0.20253242055767776,0.8433991296546514,,,,,,,checkerboard,4
