,initial_accuracy,initial_accuracy_classical,trained_training_accuracy,trained_testing_accuracy,initial_auc,initial_auc_classical,auc_trained,circuit_executions
0,0.26666666666666666,0.8,0.4888888888888889,0.5333333333333333,0.35000000000000003,0.85,0.6,0
