dataset,method,metric,epoch,mean,min,max,n_seeds
checkerboard,quackKTA,test_accuracy,59.0,0.8966666666666667,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,60.0,0.8966666666666667,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,61.0,0.9033333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,62.0,0.9033333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,63.0,0.9033333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,64.0,0.9033333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,65.0,0.9033333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,66.0,0.9033333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,67.0,0.9033333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,68.0,0.9033333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,69.0,0.9066666666666666,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,70.0,0.9066666666666666,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,71.0,0.9066666666666666,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,72.0,0.9066666666666666,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,73.0,0.9099999999999999,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,74.0,0.9099999999999999,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,75.0,0.9133333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,76.0,0.9133333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,77.0,0.9133333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,78.0,0.9133333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,79.0,0.9133333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,80.0,0.9133333333333333,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,81.0,0.9166666666666666,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,82.0,0.9166666666666666,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,83.0,0.9199999999999999,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,84.0,0.9199999999999999,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,85.0,0.9199999999999999,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,86.0,0.9199999999999999,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,87.0,0.9233333333333335,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,88.0,0.9233333333333335,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,89.0,0.9233333333333335,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,90.0,0.9233333333333335,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,91.0,0.9166666666666667,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,92.0,0.9166666666666667,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,93.0,0.9166666666666667,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,94.0,0.9166666666666667,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,95.0,0.9199999999999999,0.7,1.0,10
checkerboard,quackKTA,test_accuracy,96.0,0.9199999999999999,0.7,1.0,10
