method,dataset,centroids,num_iterations,seed,step,epoch,train_accuracy,test_accuracy,f1_score,precision,recall,global_kta,centroid_kta,block_ratio,direction_diversity,circuit_executions,wall_time,margin,n_sv,eff_rank,participation_ratio,top1_label_energy,top2_label_energy,top3_label_energy,top1_alignment,top2_alignment,max_alignment,argmax_alignment_rank,kta_spectral,kta_top1_frac,kta_top2_frac,lambda1,lambda2,spectral_decay
fullKTA,checkerboard,0,100,0,22,23,1.0,1.0,1.0,1.0,1.0,0.0138960269421086,0.0138960269421086,9.743979161979288,2.457687383536581,41400,4.98386812210083,1.0130251803498136,20,2.457687383536581,1.8441252683902907,0.23698432396125574,0.9336292864883373,0.9356012010076127,0.41887610006089293,0.8142453497699171,0.8142453497699171,1,0.0138960269421086,0.2369843239442649,0.9336292864213999,5.058518409729004,3.93528151512146,1.2854273297323662
fullKTA,checkerboard,0,100,0,23,24,1.0,1.0,1.0,1.0,1.0,0.01420137308204555,0.01420137308204555,10.753326991940733,2.5990800676138086,43200,5.02958607673645,1.0131586257666052,20,2.5990800676138086,1.9219759835040848,0.24452157634245017,0.9223472893084504,0.9393398523877973,0.42907723844319373,0.802585892937909,0.802585892937909,1,0.01420137308204555,0.24452157632529523,0.9223472892437411,5.1368021965026855,4.06988000869751,1.2621507723873566
fullKTA,checkerboard,0,100,0,24,25,1.0,1.0,1.0,1.0,1.0,0.014497400627278959,0.014497400627278959,11.567208023056606,2.8706319397712647,45000,5.076013088226318,1.0133903006439797,19,2.8706319397712647,2.108070693568589,0.2538970511450302,0.891564568979319,0.9431611435547054,0.43840603845976533,0.7764432681366773,0.7764432681366773,1,0.014497400627278959,0.2538970511275803,0.8915645689180436,5.292539119720459,4.2377400398254395,1.2489060371757064
fullKTA,checkerboard,0,100,0,25,26,1.0,1.0,1.0,1.0,1.0,0.014734391409175224,0.014734391409175224,12.075926358756,3.0182291417516565,46800,5.1241230964660645,1.015024564662822,18,3.0182291417516565,2.2901432252604534,0.2621898291313468,0.86223121651601,0.9465461205519369,0.4447513347281243,0.7503552747805247,0.7503552747805247,1,0.014734391409175224,0.2621898291136157,0.8622312164577,5.486617565155029,4.411341667175293,1.243752576677431
fullKTA,checkerboard,0,100,0,26,27,1.0,1.0,1.0,1.0,1.0,0.01494733234073595,0.01494733234073595,12.474487201522534,3.087373430585867,48600,5.171159029006958,1.016888576666749,17,3.087373430585867,2.407832352086159,0.27117608617552114,0.845645264195444,0.9505048322151446,0.4508792508619651,0.732654501501872,0.732654501501872,1,0.01494733234073595,0.2711760861574425,0.8456452641390668,5.698742866516113,4.572107791900635,1.2464148103878994
fullKTA,checkerboard,0,100,0,27,28,1.0,1.0,1.0,1.0,1.0,0.015204244092402414,0.015204244092402414,13.306371193683852,3.0914362643113424,50400,5.217795133590698,1.0202959613497165,17,3.0914362643113424,2.479017158156431,0.287410232309442,0.8415874571801418,0.9551504900604121,0.4633863955407243,0.7207948707105597,0.7207948707105597,1,0.015204244092402414,0.28741023229060364,0.84158745712498,5.923287868499756,4.720331192016602,1.2548458206738617
fullKTA,checkerboard,0,100,0,28,29,1.0,1.0,1.0,1.0,1.0,0.01546636090668903,0.01546636090668903,14.6938121771668,3.071083260572681,52200,5.26417088508606,1.0242591950026059,17,3.071083260572681,2.5168793822109254,0.3105963988221754,0.8469296420201924,0.9584323665098444,0.4815808672686913,0.7129284403979577,0.7129284403979577,1,0.01546636090668903,0.3105963988021611,0.8469296419656177,6.132166862487793,4.8316874504089355,1.269156361090269
fullKTA,checkerboard,0,100,0,29,30,1.0,1.0,1.0,1.0,1.0,0.01567239284523319,0.01567239284523319,16.0063942803828,3.0494141188765442,54000,5.309971809387207,1.0283320593601304,17,3.0494141188765442,2.507713891232555,0.3287701203755126,0.8574923045167753,0.9595713505201386,0.495191175831726,0.7124365699533884,0.7124365699533884,1,0.01567239284523319,0.32877012035460484,0.857492304462244,6.314291477203369,4.9058380126953125,1.2870974257327652
fullKTA,checkerboard,0,100,0,30,31,1.0,1.0,1.0,1.0,1.0,0.015844086614228797,0.015844086614228797,16.703445653021042,3.003454090364971,55800,5.355761766433716,1.0332002402386602,17,3.003454090364971,2.4694782453573576,0.33671358774960675,0.8682345109577065,0.9595957187267559,0.5004750216551263,0.7178504525036172,0.7178504525036172,1,0.015844086614228797,0.3367135877284248,0.8682345109030876,6.497594833374023,4.9855055809021,1.3032970734729408
fullKTA,checkerboard,0,100,0,31,32,1.0,1.0,1.0,1.0,1.0,0.016002797786533737,0.016002797786533737,16.971260583360447,2.9798549471193434,57600,5.401443958282471,1.0364223438387168,17,2.9798549471193434,2.432899173951605,0.3404723837354522,0.8768881328728376,0.9592314139427575,0.5025956080223511,0.7238781452946801,0.7238781452946801,1,0.016002797786533737,0.34047238371424515,0.876888132818219,6.681137561798096,5.074304103851318,1.3166608514310167
fullKTA,checkerboard,0,100,0,32,33,1.0,1.0,1.0,1.0,1.0,0.016159219652672897,0.016159219652672897,17.549836816000283,2.9392918084182384,59400,5.447275876998901,1.0379492911633288,16,2.9392918084182384,2.4035145168426295,0.3484219763399931,0.8857834171003807,0.9588956333184223,0.5083325053394135,0.727997187062528,0.727997187062528,1,0.016159219652672897,0.3484219763185001,0.8857834170457396,6.840152740478516,5.143551826477051,1.3298500668869861
fullKTA,checkerboard,0,100,0,33,34,1.0,1.0,1.0,1.0,1.0,0.016314315194174842,0.016314315194174842,18.753685876853055,2.8686068956446626,61200,5.492968797683716,1.036702658616213,16,2.8686068956446626,2.3739401167233045,0.3614444080642065,0.8961174432530328,0.9591596109576304,0.5181107844046157,0.7310999656917073,0.7310999656917073,1,0.016314315194174842,0.36144440804212136,0.8961174431982776,6.97311544418335,5.180424690246582,1.346050924610602
fullKTA,checkerboard,0,100,0,34,35,1.0,1.0,1.0,1.0,1.0,0.016438049143891464,0.016438049143891464,19.881604200744253,2.775303604057426,63000,5.538695812225342,1.0344931827744928,16,2.775303604057426,2.328137467937404,0.37304013904075517,0.9085747407280735,0.9599080761437677,0.5264291963052518,0.7373913525572874,0.7373913525572874,1,0.016438049143891464,0.3730401390181324,0.9085747406729736,7.0899739265441895,5.187528133392334,1.3667345495254988
fullKTA,checkerboard,0,100,0,35,36,1.0,1.0,1.0,1.0,1.0,0.016550161190993878,0.016550161190993878,20.464993108557668,2.6295673189581823,64800,5.583633184432983,1.0329337392783864,15,2.6295673189581823,2.2464618442920563,0.3803453562238233,0.9264369012286067,0.9610136332358025,0.5314813478989363,0.7500243106393688,0.7500243106393688,1,0.016550161190993878,0.38034535620091303,0.9264369011728024,7.207188606262207,5.196113109588623,1.3870345880194694
fullKTA,checkerboard,0,100,0,36,37,1.0,1.0,1.0,1.0,1.0,0.01669647172055734,0.01669647172055734,20.683090557144958,2.4631505066489057,66600,5.631410837173462,1.03334857635127,15,2.4631505066489057,2.1514904362729,0.38414448384071415,0.9461973168118898,0.9627804067981964,0.5344278731853094,0.764817859926664,0.764817859926664,1,0.01669647172055734,0.38414448381777694,0.9461973167553926,7.34730339050293,5.248952865600586,1.3997655491731777
fullKTA,checkerboard,0,100,0,37,38,1.0,1.0,1.0,1.0,1.0,0.016850216954932575,0.016850216954932575,20.320267855057654,2.369153084281798,68400,5.678138971328735,1.0343712309526132,15,2.369153084281798,2.087687772648026,0.3827496711282332,0.9586978502043855,0.9651191753931896,0.5339143718748681,0.7757788411288045,0.7757788411288045,1,0.016850216954932575,0.382749671105587,0.9586978501476621,7.498215675354004,5.344337463378906,1.4030206226183788
fullKTA,checkerboard,0,100,0,38,39,1.0,1.0,1.0,1.0,1.0,0.016967532475311266,0.016967532475311266,19.476453854572863,2.3119947381811,70200,5.724780082702637,1.0351193891649186,16,2.3119947381811,2.0476503108057087,0.3758904390229908,0.9645324586277749,0.9676124665587071,0.5296431336402734,0.7839520477407,0.7839520477407,1,0.016967532475311266,0.37589043900090346,0.964532458571099,7.612594127655029,5.441396236419678,1.39901484782563
fullKTA,checkerboard,0,100,0,39,40,1.0,1.0,1.0,1.0,1.0,0.017065434236788416,0.017065434236788416,18.832950442839387,2.263273497986909,72000,5.771481037139893,1.0341460299006484,17,2.263273497986909,2.0162686448285507,0.3681017855074014,0.9680348841131294,0.970002469571694,0.5252534218380752,0.790377984240289,0.790377984240289,1,0.017065434236788416,0.3681017854858955,0.9680348840565732,7.661901473999023,5.5149245262146,1.3893030516696305
fullKTA,checkerboard,0,100,0,40,41,1.0,1.0,1.0,1.0,1.0,0.017183149584278964,0.017183149584278964,18.73507517533609,2.222525972542431,73800,5.818042039871216,1.0309996065478473,16,2.222525972542431,1.9943787297756566,0.364135376236097,0.9710289649721264,0.9722327531079843,0.5243770842383078,0.7940786144254857,0.7940786144254857,1,0.017183149584278964,0.36413537621496855,0.9710289649157836,7.662598609924316,5.569114685058594,1.3759096451148627
fullKTA,checkerboard,0,100,0,41,42,1.0,1.0,1.0,1.0,1.0,0.017307152298329243,0.017307152298329243,18.844397477806407,2.21365895208335,75600,5.864602088928223,1.0272004831355652,16,2.21365895208335,1.9830222640858237,0.36379966922963897,0.9733821714159985,0.9741893669516817,0.5262438159942806,0.7954293693141162,0.7954293693141162,1,0.017307152298329243,0.36379966920868134,0.9733821713599242,7.643432140350342,5.605693817138672,1.3635122412466034
fullKTA,checkerboard,0,100,0,42,43,1.0,1.0,1.0,1.0,1.0,0.01739807311481447,0.01739807311481447,18.605201022430172,2.2158906125230824,77400,5.910320997238159,1.0254279541053808,16,2.2158906125230824,1.9754920850092714,0.3629086072290334,0.9746959246955701,0.975687226067401,0.5269670458435034,0.7965623599262411,0.7965623599262411,1,0.01739807311481447,0.36290860720823653,0.9746959246397141,7.626433849334717,5.626677989959717,1.355406131813838
fullKTA,checkerboard,0,100,0,43,44,1.0,1.0,1.0,1.0,1.0,0.01748499849070826,0.01748499849070826,18.231473166354455,2.2171162616129343,79200,5.956179857254028,1.0251881691834561,17,2.2171162616129343,1.9673946863900638,0.3593229972744154,0.9749560633057168,0.9767609339118185,0.5254378735853948,0.7980377106899039,0.7980377106899039,1,0.01748499849070826,0.35932299725392636,0.9749560632501236,7.629697322845459,5.666829586029053,1.3463784655981705
fullKTA,checkerboard,0,100,0,44,45,1.0,1.0,1.0,1.0,1.0,0.0176088754357337,0.0176088754357337,18.19172239609452,2.2179835149273277,81000,6.002125978469849,1.0254356867813654,17,2.2179835149273277,1.957381462541629,0.35279573819748805,0.9742892996592238,0.9773452515105396,0.5223146176919424,0.7993909625599037,0.7993909625599037,1,0.0176088754357337,0.3527957381775126,0.9742892996040591,7.653379440307617,5.755889415740967,1.3296606115079528
fullKTA,checkerboard,0,100,0,45,46,1.0,1.0,1.0,1.0,1.0,0.017739870583818828,0.017739870583818828,18.261551675847837,2.215389199187488,82800,6.049424171447754,1.0258723955714908,18,2.215389199187488,1.9397783639590755,0.34151696963251676,0.9729421189390406,0.97741971788752,0.5158182962673628,0.8020433032467256,0.8020433032467256,1,0.017739870583818828,0.3415169696133225,0.9729421188843582,7.685682773590088,5.877462863922119,1.3076531407397118
fullKTA,checkerboard,0,100,0,46,47,1.0,1.0,1.0,1.0,1.0,0.01785169725392335,0.01785169725392335,18.14386621117472,2.2064523769414497,84600,6.096242904663086,1.027701254928845,16,2.2064523769414497,1.9134377896042993,0.32674760353737,0.9714415120745811,0.9773934108775729,0.5060811938395277,0.8065061437298734,0.8065061437298734,1,0.01785169725392335,0.3267476035191205,0.9714415120203242,7.726617336273193,6.002823829650879,1.2871637675099457
fullKTA,checkerboard,0,100,0,47,48,1.0,1.0,1.0,1.0,1.0,0.017966974389901528,0.017966974389901528,18.107417187105156,2.1981103821390917,86400,6.142966032028198,1.029182016578498,17,2.1981103821390917,1.8928541731360073,0.315872617505994,0.9702981128449997,0.977600855857425,0.4988376855895098,0.8097244692337955,0.8097244692337955,1,0.017966974389901528,0.3158726174884648,0.9702981127911534,7.7814812660217285,6.118634223937988,1.271767682332913
fullKTA,checkerboard,0,100,0,48,49,1.0,1.0,1.0,1.0,1.0,0.018081847652033058,0.018081847652033058,18.199555461457653,2.1936468641842253,88200,6.188968896865845,1.0297954944422711,17,2.1936468641842253,1.883606429722874,0.31080275038542693,0.969606406147434,0.978042620686836,0.4958845175277895,0.8108491846159063,0.8108491846159063,1,0.018081847652033058,0.3108027503682884,0.9696064060939672,7.834179401397705,6.2107720375061035,1.2613857591434332
fullKTA,checkerboard,0,100,0,49,50,1.0,1.0,1.0,1.0,1.0,0.01816398462655192,0.01816398462655192,18.040372258325657,2.1830574139738204,90000,6.2354841232299805,1.0292160161614825,17,2.1830574139738204,1.8681493171233614,0.30386549544121555,0.969194230376785,0.9786712074405876,0.4910815139638016,0.8135646940795139,0.8135646940795139,1,0.01816398462655192,0.3038654954245353,0.9691942303235824,7.865241527557373,6.274656295776367,1.253493602964423
fullKTA,checkerboard,0,100,0,50,51,1.0,1.0,1.0,1.0,1.0,0.018235467565042934,0.018235467565042934,17.76548424783132,2.16180915937369,91800,6.281704902648926,1.0280406376339795,17,2.16180915937369,1.837408046293326,0.29136530047005155,0.9688934744901156,0.9794408015311605,0.48168986544020537,0.8190965445291548,0.8190965445291548,1,0.018235467565042934,0.29136530045411996,0.9688934744371375,7.891371250152588,6.346098899841309,1.24349956953061
fullKTA,checkerboard,0,100,0,51,52,1.0,1.0,1.0,1.0,1.0,0.018327440492816448,0.018327440492816448,17.72016034275307,2.1339544550182494,93600,6.327566146850586,1.0268456267764388,17,2.1339544550182494,1.7969092205852324,0.2755062415730528,0.9685317819518855,0.9802980890556585,0.46955861237345375,0.8258295952735156,0.8258295952735156,1,0.018327440492816448,0.27550624155806375,0.9685317818991922,7.933038711547852,6.451431751251221,1.2296555272413834
fullKTA,checkerboard,0,100,0,52,53,1.0,1.0,1.0,1.0,1.0,0.018415635313409288,0.018415635313409288,17.780926094186583,2.1003150310314083,95400,6.3735480308532715,1.0270064954263292,16,2.1003150310314083,1.7487744268087821,0.25742092152689294,0.9682144369419381,0.9812940213527059,0.4551185596676935,0.8336657057554322,0.8336657057554322,1,0.018415635313409288,0.25742092151295476,0.9682144368895137,7.969459056854248,6.55833625793457,1.2151647526781235
fullKTA,checkerboard,0,100,0,53,54,1.0,1.0,1.0,1.0,1.0,0.018497780931420172,0.018497780931420172,17.91427935941189,2.0636797556074455,97200,6.419481992721558,1.0270075485727397,16,2.0636797556074455,1.7027756336763755,0.24129953217531083,0.968427442669391,0.9824876531127077,0.44187683595284427,0.8413074278727527,0.8413074278727527,1,0.018497780931420172,0.2412995321623034,0.968427442617187,7.9859538078308105,6.638564109802246,1.202964025916065
fullKTA,checkerboard,0,100,0,54,55,1.0,1.0,1.0,1.0,1.0,0.018605242478849336,0.018605242478849336,18.295381177826155,2.033846769407172,99000,6.466587066650391,1.0259851645164355,16,2.033846769407172,1.6743711113946338,0.23281669198422514,0.9695101211769989,0.9838100002065582,0.435474256098022,0.846243335913903,0.846243335913903,1,0.018605242478849336,0.23281669197174742,0.9695101211250382,8.000426292419434,6.703787803649902,1.1934187845358677
fullKTA,checkerboard,0,100,0,55,56,1.0,1.0,1.0,1.0,1.0,0.018720156860994167,0.018720156860994167,18.68123866313437,2.0100822735051582,100800,6.513499021530151,1.0245805031621678,18,2.0100822735051582,1.6585740752271245,0.22969815720795567,0.9712366521419624,0.9851302521330747,0.43393827545002706,0.8494344806755448,0.8494344806755448,1,0.018720156860994167,0.22969815719572054,0.9712366520902284,8.01569652557373,6.753262042999268,1.1869369905291876
fullKTA,checkerboard,0,100,0,56,57,1.0,1.0,1.0,1.0,1.0,0.018814524143211612,0.018814524143211612,18.79118783220537,1.9838485520537115,102600,6.5600199699401855,1.0244014830924344,18,1.9838485520537115,1.6411519460041806,0.22629240127941577,0.9731991033930808,0.9863667454157549,0.4318377301423551,0.8532486098602762,0.8532486098602762,1,0.018814524143211612,0.2262924012674225,0.9731991033415022,8.022113800048828,6.782271862030029,1.1828062872204763
fullKTA,checkerboard,0,100,0,57,58,1.0,1.0,1.0,1.0,1.0,0.018891633084555437,0.018891633084555437,18.65363195944111,1.9518249329722666,104400,6.606679916381836,1.0248951935553856,18,1.9518249329722666,1.6146393049718175,0.2195876244235417,0.9751693143606227,0.9875260483830673,0.42632320877168495,0.8587949083080398,0.8587949083080398,1,0.018891633084555437,0.2195876244119513,0.9751693143091507,8.02147102355957,6.801843166351318,1.179308435578251
fullKTA,checkerboard,0,100,0,58,59,1.0,1.0,1.0,1.0,1.0,0.018951452912536405,0.018951452912536405,18.316588821881947,1.9120506686497503,106200,6.652868986129761,1.025357396280544,18,1.9120506686497503,1.5779359372219925,0.2088065679499345,0.9768959320490528,0.9885854966767607,0.4164565400028545,0.8661545074187488,0.8661545074187488,1,0.018951452912536405,0.20880656793894792,0.9768959319976523,8.015412330627441,6.816196441650391,1.1759362276662189
