dataset,method,metric,epoch,mean,min,max,n_seeds
checkerboard,fullKTA,direction_diversity,63.0,1.567179236203669,1.0040875811632268,1.9790121756141157,10
checkerboard,fullKTA,direction_diversity,64.0,1.5660786411432268,1.0044123225029673,1.9799667086971784,10
checkerboard,fullKTA,direction_diversity,65.0,1.5618650892188146,1.0044361336325467,1.9806318247419408,10
checkerboard,fullKTA,direction_diversity,66.0,1.5556050789639913,1.004305736218985,1.9805627944748627,10
checkerboard,fullKTA,direction_diversity,67.0,1.5491879853315793,1.004500194575807,1.979592136194618,10
checkerboard,fullKTA,direction_diversity,68.0,1.5451559190479596,1.005053333742076,1.9788116407687617,10
checkerboard,fullKTA,direction_diversity,69.0,1.5441760817887946,1.005649928515879,1.9793956057323274,10
checkerboard,fullKTA,direction_diversity,70.0,1.5438964150768433,1.0059826140455588,1.9819745937834632,10
checkerboard,fullKTA,direction_diversity,71.0,1.5424221655894645,1.006169177463599,1.9848789583785609,10
checkerboard,fullKTA,direction_diversity,72.0,1.5400668075494235,1.006454510738376,1.9868902867396343,10
checkerboard,fullKTA,direction_diversity,73.0,1.5373891194246447,1.0050437475548555,1.987588778867511,10
checkerboard,fullKTA,direction_diversity,74.0,1.533046398967563,1.0029461855250197,1.9873691816832098,10
checkerboard,fullKTA,direction_diversity,75.0,1.5249118563286161,1.0030265756867796,1.986932914610135,10
checkerboard,fullKTA,direction_diversity,76.0,1.5130692101586896,1.0045383086218524,1.9866149185980553,10
checkerboard,fullKTA,direction_diversity,77.0,1.5012440670559317,1.006290923625768,1.9863646944334452,10
checkerboard,fullKTA,direction_diversity,78.0,1.4921072044406896,1.006845701876489,1.9861589142718918,10
checkerboard,fullKTA,direction_diversity,79.0,1.4869835140517762,1.006168849140526,1.9873861150651433,10
checkerboard,fullKTA,direction_diversity,80.0,1.4873441615600211,1.005809263009879,1.9897093910739059,10
checkerboard,fullKTA,direction_diversity,81.0,1.4911900588198808,1.0059231369237773,1.9914731222867823,10
checkerboard,fullKTA,direction_diversity,82.0,1.4945895013009416,1.0065455748059884,1.992551737748234,10
checkerboard,fullKTA,direction_diversity,83.0,1.498217375122127,1.0056958093469712,1.9929289183039065,10
checkerboard,fullKTA,direction_diversity,84.0,1.5030034854386403,1.0046287845541315,1.9929360785584243,10
checkerboard,fullKTA,direction_diversity,85.0,1.5072502392832507,1.0040674775054286,1.992890165128594,10
checkerboard,fullKTA,direction_diversity,86.0,1.5094762209001498,1.0039352329303852,1.9929008814592488,10
checkerboard,fullKTA,direction_diversity,87.0,1.5104977617060906,1.004146231087623,1.9931367220685459,10
checkerboard,fullKTA,direction_diversity,88.0,1.5114376481346912,1.0047020685378905,1.9936218578952807,10
checkerboard,fullKTA,direction_diversity,89.0,1.5127576343630638,1.0055182000343166,1.9943084572993357,10
checkerboard,fullKTA,direction_diversity,90.0,1.514433546886894,1.00632058774013,1.9951838211639437,10
checkerboard,fullKTA,direction_diversity,91.0,1.5161678613762122,1.006805939277206,1.995913660577723,10
checkerboard,fullKTA,direction_diversity,92.0,1.517395934139809,1.0068533151104244,1.9962569569795734,10
checkerboard,fullKTA,direction_diversity,93.0,1.5184716550889308,1.0064975243401026,1.996254099117108,10
checkerboard,fullKTA,direction_diversity,94.0,1.5201806061163574,1.0059856576927058,1.9960553073907703,10
checkerboard,fullKTA,direction_diversity,95.0,1.5220067746637411,1.0056473436229585,1.995959364909547,10
checkerboard,fullKTA,direction_diversity,96.0,1.5229512116831865,1.005622407580265,1.9960785993314767,10
checkerboard,fullKTA,direction_diversity,97.0,1.5237376700744794,1.0057900566899893,1.9962451849237741,10
checkerboard,fullKTA,direction_diversity,98.0,1.5253452984428817,1.0059239441698582,1.9964311081807733,10
checkerboard,fullKTA,direction_diversity,99.0,1.526916320002894,1.0058701950873827,1.9966550327575552,10
checkerboard,fullKTA,direction_diversity,100.0,1.5277681070739848,1.0055944286254253,1.9969484058119311,10
checkerboard,randomKTA,direction_diversity,1.0,5.103328647829127,2.113754074060072,6.997315862189212,10
checkerboard,randomKTA,direction_diversity,2.0,5.421545095814069,2.169061107163184,8.578629363442737,10
checkerboard,randomKTA,direction_diversity,3.0,5.895995335722877,2.412623364306146,9.882783685558941,10
checkerboard,randomKTA,direction_diversity,4.0,6.081485938556763,2.7981676971989478,9.465954842098181,10
checkerboard,randomKTA,direction_diversity,5.0,6.033637728400461,2.855759160142538,8.821648065538913,10
checkerboard,randomKTA,direction_diversity,6.0,5.753934672306945,2.903618804738647,7.184341642499094,10
checkerboard,randomKTA,direction_diversity,7.0,6.172106416652551,2.962970919309032,8.34149001487238,10
checkerboard,randomKTA,direction_diversity,8.0,6.298638952808194,3.112166429193475,8.98684440366981,10
checkerboard,randomKTA,direction_diversity,9.0,5.98136573008658,3.081689622602046,8.546563047181412,10
checkerboard,randomKTA,direction_diversity,10.0,6.0489669062853055,3.1014703704588285,8.67353792747547,10
checkerboard,randomKTA,direction_diversity,11.0,6.440106068336254,3.395388686681304,9.115537303148342,10
checkerboard,randomKTA,direction_diversity,12.0,6.545180113865444,3.644324131007086,9.266474802491896,10
checkerboard,randomKTA,direction_diversity,13.0,6.850310569668741,3.808513331153875,9.684177040378831,10
checkerboard,randomKTA,direction_diversity,14.0,7.022035563444378,3.925369706605863,10.053507490681403,10
checkerboard,randomKTA,direction_diversity,15.0,7.20651969390717,3.58975708150597,11.002290448632523,10
checkerboard,randomKTA,direction_diversity,16.0,7.150900518110238,3.458260659573553,12.30488536013432,10
checkerboard,randomKTA,direction_diversity,17.0,7.436597604323869,3.3047902494783985,13.95904729971608,10
checkerboard,randomKTA,direction_diversity,18.0,7.524907991836011,3.3122518106335748,14.507792981801181,10
checkerboard,randomKTA,direction_diversity,19.0,7.4886431947924255,3.6411116831001187,13.946085733078117,10
checkerboard,randomKTA,direction_diversity,20.0,7.280213467454662,3.9197263438786147,11.754705854990535,10
checkerboard,randomKTA,direction_diversity,21.0,7.318954868606241,3.678380437422541,12.073797923956588,10
checkerboard,randomKTA,direction_diversity,22.0,7.32927975128923,3.3413625901017023,11.522120008341691,10
checkerboard,randomKTA,direction_diversity,23.0,7.421192949007612,3.1058540503821095,11.10467935596624,10
checkerboard,randomKTA,direction_diversity,24.0,7.444725483071525,3.0603131933823535,10.861572301005172,10
checkerboard,randomKTA,direction_diversity,25.0,7.537719300033989,3.034598048329446,10.606678235048278,10
checkerboard,randomKTA,direction_diversity,26.0,7.614634438315119,3.0226735180043134,10.284236374064843,10
checkerboard,randomKTA,direction_diversity,27.0,7.7393927777801945,2.977719937707817,10.089703841416394,10
checkerboard,randomKTA,direction_diversity,28.0,7.925622070793561,3.1854206321875167,10.195431668732997,10
checkerboard,randomKTA,direction_diversity,29.0,7.881588750894258,3.4509256620044306,10.536396577812225,10
checkerboard,randomKTA,direction_diversity,30.0,7.520384878891877,3.5493920652384885,9.426970600839828,10
checkerboard,randomKTA,direction_diversity,31.0,7.662422996611022,3.5695124250005015,9.340089961722922,10
checkerboard,randomKTA,direction_diversity,32.0,7.673740221957109,3.501982093823182,10.236587481948591,10
checkerboard,randomKTA,direction_diversity,33.0,7.709105374415896,3.5614255115973825,10.54961788235703,10
checkerboard,randomKTA,direction_diversity,34.0,7.908793464539444,3.790534571293717,10.364482876115085,10
checkerboard,randomKTA,direction_diversity,35.0,7.909592585339858,3.6793108460465387,10.464781784542193,10
checkerboard,randomKTA,direction_diversity,36.0,7.774030185621291,3.628866976916933,10.44486999231863,10
checkerboard,randomKTA,direction_diversity,37.0,7.506152217263617,3.647620294937825,10.697730568467751,10
checkerboard,randomKTA,direction_diversity,38.0,7.242450690947146,3.6164709930430927,10.506896917431298,10
checkerboard,randomKTA,direction_diversity,39.0,7.136336114982463,3.596475028697249,10.557250186667211,10
checkerboard,randomKTA,direction_diversity,40.0,7.142052781261661,3.7347189762302606,10.348184121017521,10
checkerboard,randomKTA,direction_diversity,41.0,7.315279681268126,3.630671757855127,10.14468563056213,10
checkerboard,randomKTA,direction_diversity,42.0,7.231388401294632,3.450449630387813,10.089368829563792,10
checkerboard,randomKTA,direction_diversity,43.0,7.2614691078568425,3.5233277305469373,10.563212775978231,10
checkerboard,randomKTA,direction_diversity,44.0,7.38085512695004,3.623333454508667,10.24179313064964,10
checkerboard,randomKTA,direction_diversity,45.0,7.188404122305981,3.520794835097578,10.0947367497869,10
checkerboard,randomKTA,direction_diversity,46.0,6.82906613744917,3.156641295250153,10.09129015582241,10
checkerboard,randomKTA,direction_diversity,47.0,6.748906829825001,2.911391931862044,10.101315367109525,10
checkerboard,randomKTA,direction_diversity,48.0,6.86482229191181,3.06470521398119,10.972998068606813,10
checkerboard,randomKTA,direction_diversity,49.0,6.729253901390942,3.1404127998296247,11.430359177167924,10
checkerboard,randomKTA,direction_diversity,50.0,6.491559603595921,3.1540560248013008,11.295115094686752,10
checkerboard,randomKTA,direction_diversity,51.0,6.441768779255559,3.1688517261703333,10.345338600256047,10
checkerboard,randomKTA,direction_diversity,52.0,6.44030188109366,3.289968053802311,9.584203841652748,10
checkerboard,randomKTA,direction_diversity,53.0,6.219579602902362,3.410704374257075,9.660026186176017,10
checkerboard,randomKTA,direction_diversity,54.0,6.261345013524654,3.3156498366441807,9.773216039915106,10
checkerboard,randomKTA,direction_diversity,55.0,6.001914184284379,3.0373394833262433,9.962347739434483,10
checkerboard,randomKTA,direction_diversity,56.0,5.746431886497814,2.749831990212593,8.473522319256947,10
checkerboard,randomKTA,direction_diversity,57.0,5.589951868637762,2.744560883724732,8.725187081606732,10
checkerboard,randomKTA,direction_diversity,58.0,5.534973088796728,2.925139812424734,8.787601152113822,10
checkerboard,randomKTA,direction_diversity,59.0,5.718141429680469,2.9310278768175246,8.637261676203755,10
checkerboard,randomKTA,direction_diversity,60.0,5.7222575213590146,2.9207633221773137,8.469256221217561,10
checkerboard,randomKTA,direction_diversity,61.0,5.626412123564027,2.8192206855362296,8.478973148319538,10
checkerboard,randomKTA,direction_diversity,62.0,5.837076460523574,2.768951091279881,8.809447538762758,10
checkerboard,randomKTA,direction_diversity,63.0,5.649425666726309,2.747834050061847,9.091690988314465,10
checkerboard,randomKTA,direction_diversity,64.0,5.613497958766279,2.8048015830168107,9.141362170395448,10
checkerboard,randomKTA,direction_diversity,65.0,5.582500359341003,2.7163157047961506,9.250024961784401,10
checkerboard,randomKTA,direction_diversity,66.0,5.554572203042463,2.650503730248099,9.252391634546353,10
checkerboard,randomKTA,direction_diversity,67.0,5.540676598272224,2.5555829367502554,9.065805913046717,10
checkerboard,randomKTA,direction_diversity,68.0,5.490475673846481,2.3508443082819417,9.173976845544525,10
checkerboard,randomKTA,direction_diversity,69.0,5.432040237179167,2.5741067814783,9.14472757630154,10
checkerboard,randomKTA,direction_diversity,70.0,5.161844487896081,2.774943980305493,8.87528579518259,10
checkerboard,randomKTA,direction_diversity,71.0,5.295078569564957,2.845931666262594,9.282501811934122,10
checkerboard,randomKTA,direction_diversity,72.0,5.266976065815942,2.7173527075836366,9.322599441176383,10
checkerboard,randomKTA,direction_diversity,73.0,5.3397805541610825,2.5606737897250174,8.876420045694386,10
checkerboard,randomKTA,direction_diversity,74.0,5.198727921739685,2.364995271300151,8.876687768764759,10
checkerboard,randomKTA,direction_diversity,75.0,4.801779209339678,2.160086503994729,7.386450424778218,10
checkerboard,randomKTA,direction_diversity,76.0,4.8511193270368365,1.9617151775599222,7.676522989026271,10
checkerboard,randomKTA,direction_diversity,77.0,4.977774621024012,1.913908524971567,9.507435312565145,10
checkerboard,randomKTA,direction_diversity,78.0,4.794765835352369,1.7631392147923333,9.39097378524048,10
checkerboard,randomKTA,direction_diversity,79.0,4.739873449358347,1.755900252435791,9.64903246438798,10
checkerboard,randomKTA,direction_diversity,80.0,4.498090682149815,1.808449494654243,9.061097431733996,10
checkerboard,randomKTA,direction_diversity,81.0,4.393895129962695,1.6263105244707934,8.307153377760772,10
checkerboard,randomKTA,direction_diversity,82.0,4.378412071506764,1.5447539889312627,8.931361476886213,10
checkerboard,randomKTA,direction_diversity,83.0,4.4131670448424565,1.500422215367789,9.857568839984479,10
checkerboard,randomKTA,direction_diversity,84.0,4.437411695472575,1.496869979622657,10.23688873544959,10
checkerboard,randomKTA,direction_diversity,85.0,4.37714584711938,1.5468502893691578,10.266880639464215,10
checkerboard,randomKTA,direction_diversity,86.0,4.339671799821447,1.70013782372201,9.685472190049895,10
checkerboard,randomKTA,direction_diversity,87.0,4.279706272215749,1.7563378355659192,8.581115276239887,10
checkerboard,randomKTA,direction_diversity,88.0,4.235241934773518,1.8161152981211177,8.192997229984858,10
checkerboard,randomKTA,direction_diversity,89.0,4.209413800157888,1.8292557979014048,7.801386001572264,10
checkerboard,randomKTA,direction_diversity,90.0,4.155782646911861,1.862419733333533,7.383316580681175,10
checkerboard,randomKTA,direction_diversity,91.0,4.20634270633172,1.8884449684618707,7.994516744574672,10
checkerboard,randomKTA,direction_diversity,92.0,4.237673520757379,1.9052981052350442,8.361537334558884,10
checkerboard,randomKTA,direction_diversity,93.0,4.155959314710228,1.8947884048263874,8.373591571892813,10
checkerboard,randomKTA,direction_diversity,94.0,3.9381438524183636,1.7972202161655995,8.241158723818229,10
checkerboard,randomKTA,direction_diversity,95.0,3.913908423476004,1.6523972595418257,8.396001243212874,10
checkerboard,randomKTA,direction_diversity,96.0,3.8009224223522438,1.6147791940314586,7.974851509414788,10
checkerboard,randomKTA,direction_diversity,97.0,3.7613308580837823,1.656974986703237,7.254756182606255,10
checkerboard,randomKTA,direction_diversity,98.0,3.8017176401262667,1.671271414177425,7.206438530883874,10
checkerboard,randomKTA,direction_diversity,99.0,3.8970400833245114,1.6113067179965894,6.84588938508216,10
checkerboard,randomKTA,direction_diversity,100.0,3.699106045417902,1.620698102171833,6.749532641002164,10
checkerboard,quackKTA,direction_diversity,1.0,4.945941308755725,1.7842325954440497,8.012359230639317,10
checkerboard,quackKTA,direction_diversity,2.0,4.945941308755725,1.7842325954440497,8.012359230639317,10
checkerboard,quackKTA,direction_diversity,3.0,4.579477987376764,1.5280141335964468,6.4017731877855395,10
checkerboard,quackKTA,direction_diversity,4.0,4.579477987376764,1.5280141335964468,6.4017731877855395,10
checkerboard,quackKTA,direction_diversity,5.0,5.058402713478691,1.4185930406840692,8.370060508835557,10
checkerboard,quackKTA,direction_diversity,6.0,5.058402713478691,1.4185930406840692,8.370060508835557,10
checkerboard,quackKTA,direction_diversity,7.0,5.080422284165584,1.383001618241067,8.506077386734733,10
checkerboard,quackKTA,direction_diversity,8.0,5.080422284165584,1.383001618241067,8.506077386734733,10
checkerboard,quackKTA,direction_diversity,9.0,5.048720945253077,1.407727984219619,8.685473433231625,10
checkerboard,quackKTA,direction_diversity,10.0,5.048720945253077,1.407727984219619,8.685473433231625,10
checkerboard,quackKTA,direction_diversity,11.0,4.948443718190057,1.523113625324665,7.530128504150758,10
checkerboard,quackKTA,direction_diversity,12.0,4.948443718190057,1.523113625324665,7.530128504150758,10
checkerboard,quackKTA,direction_diversity,13.0,5.005551468888315,1.8069118818896859,7.339115502533425,10
checkerboard,quackKTA,direction_diversity,14.0,5.005551468888315,1.8069118818896859,7.339115502533425,10
checkerboard,quackKTA,direction_diversity,15.0,5.026483890743698,1.9119352702829429,6.656470233491751,10
checkerboard,quackKTA,direction_diversity,16.0,5.026483890743698,1.9119352702829429,6.656470233491751,10
checkerboard,quackKTA,direction_diversity,17.0,4.799143575723552,1.8933657916994233,6.264414487051626,10
checkerboard,quackKTA,direction_diversity,18.0,4.799143575723552,1.8933657916994233,6.264414487051626,10
checkerboard,quackKTA,direction_diversity,19.0,4.992924867608108,1.9054864392175637,7.287925021278366,10
checkerboard,quackKTA,direction_diversity,20.0,4.992924867608108,1.9054864392175637,7.287925021278366,10
checkerboard,quackKTA,direction_diversity,21.0,4.866943730537015,1.5150896256944335,7.511314670474545,10
checkerboard,quackKTA,direction_diversity,22.0,4.866943730537015,1.5150896256944335,7.511314670474545,10
checkerboard,quackKTA,direction_diversity,23.0,4.963541321156343,1.3312637168798684,7.860066139283775,10
checkerboard,quackKTA,direction_diversity,24.0,4.963541321156343,1.3312637168798684,7.860066139283775,10
checkerboard,quackKTA,direction_diversity,25.0,5.1023883711439755,1.3975253473424123,8.74769417857182,10
checkerboard,quackKTA,direction_diversity,26.0,5.1023883711439755,1.3975253473424123,8.74769417857182,10
checkerboard,quackKTA,direction_diversity,27.0,5.481795290434411,1.4846374846556132,8.524969926504742,10
checkerboard,quackKTA,direction_diversity,28.0,5.481795290434411,1.4846374846556132,8.524969926504742,10
checkerboard,quackKTA,direction_diversity,29.0,5.601304483839599,1.5785939613419184,10.395012957329536,10
checkerboard,quackKTA,direction_diversity,30.0,5.601304483839599,1.5785939613419184,10.395012957329536,10
checkerboard,quackKTA,direction_diversity,31.0,5.630169227130061,1.6560799811550722,10.219665211407323,10
checkerboard,quackKTA,direction_diversity,32.0,5.630169227130061,1.6560799811550722,10.219665211407323,10
checkerboard,quackKTA,direction_diversity,33.0,5.411357719022586,1.542008939835418,9.609674182586145,10
checkerboard,quackKTA,direction_diversity,34.0,5.411357719022586,1.542008939835418,9.609674182586145,10
checkerboard,quackKTA,direction_diversity,35.0,5.092648011896428,1.3915206976744228,8.872845595819596,10
checkerboard,quackKTA,direction_diversity,36.0,5.092648011896428,1.3915206976744228,8.872845595819596,10
checkerboard,quackKTA,direction_diversity,37.0,5.1633320635682,1.2764326200093705,8.581864212517491,10
checkerboard,quackKTA,direction_diversity,38.0,5.1633320635682,1.2764326200093705,8.581864212517491,10
checkerboard,quackKTA,direction_diversity,39.0,5.093218411147152,1.1950436199822572,8.961004399094872,10
checkerboard,quackKTA,direction_diversity,40.0,5.093218411147152,1.1950436199822572,8.961004399094872,10
checkerboard,quackKTA,direction_diversity,41.0,4.706543529257508,1.1364716469144496,8.44108993510413,10
checkerboard,quackKTA,direction_diversity,42.0,4.706543529257508,1.1364716469144496,8.44108993510413,10
checkerboard,quackKTA,direction_diversity,43.0,4.556032582429917,1.0960447121707644,7.193928407557798,10
checkerboard,quackKTA,direction_diversity,44.0,4.556032582429917,1.0960447121707644,7.193928407557798,10
checkerboard,quackKTA,direction_diversity,45.0,4.077764730506749,1.0721071317431414,7.524234430101122,10
checkerboard,quackKTA,direction_diversity,46.0,4.077764730506749,1.0721071317431414,7.524234430101122,10
checkerboard,quackKTA,direction_diversity,47.0,4.026348626433839,1.0631825098532424,7.35724787234016,10
checkerboard,quackKTA,direction_diversity,48.0,4.026348626433839,1.0631825098532424,7.35724787234016,10
checkerboard,quackKTA,direction_diversity,49.0,4.171472556131098,1.0656338924992557,8.291874421998745,10
checkerboard,quackKTA,direction_diversity,50.0,4.171472556131098,1.0656338924992557,8.291874421998745,10
checkerboard,quackKTA,direction_diversity,51.0,3.847845966170797,1.075659094084086,7.19907593887212,10
checkerboard,quackKTA,direction_diversity,52.0,3.847845966170797,1.075659094084086,7.19907593887212,10
checkerboard,quackKTA,direction_diversity,53.0,3.571938726434017,1.0900133128144742,7.476988293896585,10
checkerboard,quackKTA,direction_diversity,54.0,3.571938726434017,1.0900133128144742,7.476988293896585,10
checkerboard,quackKTA,direction_diversity,55.0,3.4118991779540586,1.1062778172121204,7.37319505991189,10
checkerboard,quackKTA,direction_diversity,56.0,3.4118991779540586,1.1062778172121204,7.37319505991189,10
checkerboard,quackKTA,direction_diversity,57.0,3.3701804021657553,1.123501208411519,6.671904336403142,10
checkerboard,quackKTA,direction_diversity,58.0,3.3701804021657553,1.123501208411519,6.671904336403142,10
checkerboard,quackKTA,direction_diversity,59.0,3.6187805386293213,1.1411438765802504,8.531146030029975,10
checkerboard,quackKTA,direction_diversity,60.0,3.6187805386293213,1.1411438765802504,8.531146030029975,10
checkerboard,quackKTA,direction_diversity,61.0,3.710975350279754,1.1590880117852784,8.557539328818063,10
checkerboard,quackKTA,direction_diversity,62.0,3.710975350279754,1.1590880117852784,8.557539328818063,10
checkerboard,quackKTA,direction_diversity,63.0,3.742787771237083,1.1770317526479899,8.38556735652433,10
checkerboard,quackKTA,direction_diversity,64.0,3.742787771237083,1.1770317526479899,8.38556735652433,10
checkerboard,quackKTA,direction_diversity,65.0,3.6808162214539664,1.1949803564427088,8.189559231335192,10
checkerboard,quackKTA,direction_diversity,66.0,3.6808162214539664,1.1949803564427088,8.189559231335192,10
checkerboard,quackKTA,direction_diversity,67.0,3.5073526220141025,1.1757011388946048,8.010208561089762,10
checkerboard,quackKTA,direction_diversity,68.0,3.5073526220141025,1.1757011388946048,8.010208561089762,10
checkerboard,quackKTA,direction_diversity,69.0,3.527944604369702,1.1490383863008302,7.77555508528916,10
checkerboard,quackKTA,direction_diversity,70.0,3.527944604369702,1.1490383863008302,7.77555508528916,10
checkerboard,quackKTA,direction_diversity,71.0,3.3900477234650657,1.1585984791862198,7.477450425528898,10
checkerboard,quackKTA,direction_diversity,72.0,3.3900477234650657,1.1585984791862198,7.477450425528898,10
checkerboard,quackKTA,direction_diversity,73.0,3.3681330401973155,1.217849455996118,7.157040182504184,10
checkerboard,quackKTA,direction_diversity,74.0,3.3681330401973155,1.217849455996118,7.157040182504184,10
checkerboard,quackKTA,direction_diversity,75.0,3.3640819615884516,1.2825988749284065,7.075712730094869,10
checkerboard,quackKTA,direction_diversity,76.0,3.3640819615884516,1.2825988749284065,7.075712730094869,10
checkerboard,quackKTA,direction_diversity,77.0,3.367256718580685,1.2978114585333889,7.167156746902448,10
