,initial_accuracy,initial_accuracy_classical,trained_training_accuracy,trained_testing_accuracy,initial_auc,initial_auc_classical,auc_trained,circuit_executions
0,0.5,0.96875,0.3645833333333333,0.5,0.5019607843137255,0.9666666666666667,0.4980392156862745,135952
