,initial_accuracy,initial_accuracy_classical,trained_training_accuracy,trained_testing_accuracy,initial_auc,initial_auc_classical,auc_trained,circuit_executions
0,0.4583333333333333,0.20833333333333334,0.3333333333333333,0.5,0.45104895104895104,0.21328671328671328,0.4755244755244755,118542
