num_layers,accuracy_train_init,accuracy_test_init,alignment_train_init,accuracy_train_final,accuracy_test_final,alignment_train_epochs,circuit_executions,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
5,0.96,0.52,0.21253754198551178,0.96,0.52,"[0.2100108563899994, 0.20872657001018524, 0.20861460268497467, 0.2087327539920807, 0.20749801397323608]",6000,1739235057,,False,1,5bac2_00014,2025-02-11_01-50-57,771.5558831691742,771.5558831691742,367879,digvijay-system,192.168.0.125,771.5558831691742,1
