method,dataset,centroids,num_iterations,initial_training_accuracy,final_training_accuracy,initial_testing_accuracy,final_testing_accuracy,f1_score,precision,recall,training_time,circuit_executions,initial_kernel_alignment,final_kernel_alignment
quackKTA,donuts,2.0,30,0.8833333333333333,0.95,0.8833333333333333,0.8,0.7997775305895439,0.8047138047138047,0.8020022246941045,64.842152167,2444460,0.1174861267209053,0.16747789084911346
quackKTA,donuts,4.0,30,0.8833333333333333,0.95,0.8833333333333333,0.8,0.7997775305895439,0.8047138047138047,0.8020022246941045,64.60518750000006,2444460,0.1174861267209053,0.16747789084911346
quackKTA,donuts,6.0,30,0.8833333333333333,0.95,0.8833333333333333,0.8,0.7997775305895439,0.8047138047138047,0.8020022246941045,62.334696209000185,2444460,0.1174861267209053,0.16747789084911346
quackKTA,donuts,8.0,30,0.8833333333333333,0.95,0.8833333333333333,0.8,0.7997775305895439,0.8047138047138047,0.8020022246941045,64.82167162500014,2444460,0.1174861267209053,0.16747789084911346
quackKTA,donuts,10.0,30,0.8833333333333333,0.95,0.8833333333333333,0.8,0.7997775305895439,0.8047138047138047,0.8020022246941045,64.93166849999989,2444460,0.1174861267209053,0.16747789084911346
centroidBasedKTA,donuts,2.0,300,0.8833333333333333,1.0,0.8833333333333333,0.8666666666666667,0.8665183537263625,0.8720538720538721,0.8687430478309233,39.14402324999992,231060,0.14359112083911896,0.1408066600561142
centroidBasedKTA,donuts,4.0,300,0.8833333333333333,1.0,0.8833333333333333,0.8833333333333333,0.8830409356725146,0.8925339366515836,0.885984427141268,40.20386087499992,233460,0.14394433796405792,0.11622107774019241
centroidBasedKTA,donuts,6.0,300,0.8833333333333333,0.9833333333333333,0.8833333333333333,0.8666666666666667,0.8665183537263625,0.8665183537263625,0.8665183537263625,39.3012490000001,235860,0.14378607273101807,0.1272110491991043
centroidBasedKTA,donuts,8.0,300,0.8833333333333333,1.0,0.8833333333333333,0.8666666666666667,0.8666666666666667,0.867630700778643,0.867630700778643,39.43341329200007,238260,0.08763590455055237,0.1259804219007492
centroidBasedKTA,donuts,10.0,300,0.8833333333333333,0.9833333333333333,0.8833333333333333,0.8666666666666667,0.8666666666666667,0.867630700778643,0.867630700778643,39.47299374999989,240660,0.1271224021911621,0.12356089055538177
